tweet_id,tweet_retweets,tweet_likes,user_id,user_following,user_followers,user_total_tweets,tweet_label
929912806505410560,2,1,728128274337914881,74,3016,1794,0
929912817909731334,0,1,2275285345,512,607,59308,0
929913827902226432,1,1,527117654,417,471,4837,0
929915642240741376,0,1,2959722080,486,208,4007,0
929915772125831168,0,0,1718577464,20383,18939,10130,1
929915797870383104,0,2,4855155682,4858,3299,61118,0
929916805187096577,1,0,257666996,83,6925,121694,1
929917061995880450,6,6,858750126805987331,556,2936,19206,0
929917771676299264,0,0,477609747,1660,718,5901,1
929917933769412610,3,1,1315820030,9961,11021,100269,1
929918810769051649,0,0,910573437189607429,0,911,1507,0
929919293550137344,0,0,1087073935,865,1535,63251,1
929919296540741634,1,1,712608729519296512,67,475,7834,0
929919538011009024,1,0,892319835463593984,175,200,223,0
929920190095220736,0,0,708156053612060672,227,108,2874,0
929921826607763456,0,0,909398086308339713,22,7,70,1
929921952931831808,0,1,876226608004300801,38,78,3578,1
929922238077460481,0,0,2887075141,158,802,17094,1
929923189270040576,2,3,166522734,14,1858536,612387,1
929923345398816768,0,0,3010656304,1721,402,13554,1
929923544938622978,7,4,561930057,54,7226,109236,0
929923625364480000,0,0,2999331080,132,161,3867,1
929924600619831298,7,8,3871904715,8395,11091,75591,1
929924835488153601,0,0,231680492,73,3139,70887,1
929925217270583296,0,0,3010387702,3668,620,82988,0
929926766608748544,0,0,802615896,130,1189,25869,0
929926935697936384,1,0,705989912114425856,41,45,2914,0
929927316892872704,4,11,711447364297494532,270,359,1718,0
929927475404124160,1,0,779934407826243584,2107,3683,17885,0
929927916863049729,0,0,973660878,1529,1533,57392,1
929928057594503168,1,10,864136706269872132,317,5211,55935,0
929928222082510849,1,0,1673444971,616,8400,61455,1
929928749226909697,7,2,248531154,866,3951,26644,0
929928757195964417,6,2,3061549872,3430,2139,23090,1
929928835709198336,0,0,2285338478,1095,516,6443,1
929929568500289536,2,0,167885445,687,1455,17985,1
